PROLIFIC_PID	Task	word_1	word_2	word_3	word_4	word_5	word_6	word_7	word_8	word_9	word_10	word_11	word_12	word_13	word_14	word_15	word_16	word_17	word_18	word_19	word_20
6392 1560	CFA	insistently	loudly	forcefully	stridently	shrilly	shrill	strident	forceful	vociferous	voluble	vehement	fervent	impassione	ardent	outspoken	vocal	vocally	eloquent	trenchant	perceptive
6392 1561	CFA	put	push	bring	introduce	incorporate	combine	fuse	blend	meld	integrate	merge	transform	redefine	reinvent	reshape	realign	redesign	reorganize	streamline	simplify
6392 1562	CFA	soliloquy	monologue	monolog	narration	intertitle	recitative	interlude	coda	staccato	downbeat	pizzicatos	glissandi	tremolos	glissando	pizzicato	cadenza	scherzo	cadenzas	adagio	allegro
6392 1563	CFA	paperwork	notarize	documentation	notarization	notary	countersign	photocopy	document	affidavit	paper	petition	signature	ballot	vote	elector	voter	electorate	election	electoral	poll
6392 1564	CFA	rick	larry	gary	greg	jason	jeff	robert	joseph	dave	ryan	steve	kevin	gordon	derek	danny	eddie	bryan	corey	wallace	richard
6392 1565	CFA	modern	modernist	modernism	classicism	expressionism	conceptualism	impressionism	cubism	surrealism	surrealist	expressionist	cubist	nonrepresentational	neoclassicism	symbolist	fauvism	postmodernism	postmodern	naturalism	minimalism
6392 1566	CFA	forfeit	forfeiture	confiscation	confiscate	seize	seizure	impound	tow	park	stolen	steal	pilfer	purloin	swipe	filch	heist	pawn	hock	buy	sell
6392 1567	CFA	companionable	congenial	amiable	easygoing	affable	jovial	talkative	loquacious	gregarious	genial	garrulous	chatty	cheerful	cheery	chirpy	perky	charming	personable	likeable	likable
6392 1568	CFA	grandmother	grandma	granny	grandpa	grandfather	dad	son	nephew	brother	uncle	grandson	father	mother	niece	aunt	granddaughter	daughter	sister	cousin	wife
6392 1569	CFA	calyx	petiole	cotyledon	corm	rhizome	inflorescence	raceme	umbel	sepal	bract	staman	anther	stamen	pistil	catkin	whorle	andromeda	spirea	honeysuckle	forsythia
6392 1570	CFA	killdeer	bobolink	dickcissel	ovenbird	redstart	pipit	avocet	whimbrel	curlew	curlews	nightjar	lapwe	lapwing	bittern	skylark	bullfinch	linnet	chaffinche	waxwing	thrushe
6392 1571	CFA	empanel	impanel	deliberation	deliberate	reconvene	convene	adjourn	adjournment	recess	plenary	plenarie	sitting	interpellation	parliamentary	parliament	parliamentarian	minister	ministerial	cabinet	politburo
6392 1572	CFA	grouchiest	grumpy	cranky	crankier	irritable	crabby	crotchety	cantankerous	grouchy	snappish	irascible	ornery	gruff	genial	affable	jovial	gregarious	easygoing	talkative	loquacious
6392 1573	CFA	nursemaid	governess	schoolmaster	aristocrat	noblewoman	nobleman	countess	courtier	aristocratic	aristocracy	gentry	nobility	noble	courtesan	countesse	noblewomen	highborn	viscount	baronet	marquess
6392 1574	CFA	supporter	proponent	believer	admirer	devotee	aficionado	connoisseur	enthusiast	fanatic	hater	zealot	apologist	acolyte	disciple	follower	freethinker	moralist	ideologue	thinker	philosopher
6392 1576	CFA	hair	tufts	whorle	umbel	sepal	petiole	bract	stamen	pistil	anther	staman	catkin	inflorescence	raceme	cotyledon	corm	rhizome	tuberous	spirea	honeysuckle
6392 1577	CFA	broom	mop	dustpan	mattock	shovel	trowel	paintbrush	spatulas	awl	hacksaw	saw	chainsaw	weeder	grater	sifter	grindstone	adze	adz	lathed	dowel
6392 1578	CFA	thereabout	steven	bellamy	hargreave	gerrard	torre	defoe	lennon	walcott	nasri	ronaldinho	suarez	raul	mancini	juventus	ranieri	carlo	bolton	fulham	chelsea
6392 1579	CFA	kicker	punt	punter	kickoff	safety	linebacker	lineman	fullback	halfback	backfield	tailback	quarterback	receiver	blitzer	tackler	blocker	defensive	defensively	offensively	defense
6392 1580	CFA	lambda	rho	phi	epsilon	theta	cosine	modulo	logarithm	polynomial	quadratic	dimensionless	logarithmic	asymptotic	nonzero	gaussian	eigenvalue	tensor	adiabatic	isotropic	magnetization
6392 1581	CFA	delineate	demarcate	delimit	demarcation	delineation	divide	separate	split	separation	cleave	partition	bifurcation	bifurcate	bisection	bisect	straddle	encircle	flank	semicircular	pentagonal
6392 1583	CFA	terabit	gigabit	megabit	kilobit	kilobyte	megabyte	gigabyte	terabyte	meg	gbps	bandwidth	ethernet	router	modem	dongle	adapter	firewire	hdmi	dvi	hdd
6392 1585	CFA	but	may	maybe	ifs	imponderable	unknown	variable	factor	determinant	consideration	issue	aspect	topic	matter	mater	quandary	conundrum	dilemmas	challenge	dilemma
6392 1586	CFA	animate	suffuse	infuse	enliven	imbue	convey	impart	radiate	ooze	permeate	pervade	exude	belie	evoke	accentuate	emphasize	characterize	typifie	personifie	personify
6392 1587	CFA	julep	sarsaparilla	flagon	tankard	snifter	manhattan	gimlet	toddy	demitasse	kir	bellini	kahlua	cointreau	curacao	muscatel	sauterne	lambrusco	armagnac	madeira	chianti
6392 1588	CFA	disrespect	disrespectful	offend	insult	demean	denigrate	disparage	ridicule	lampoon	pillory	lambaste	chastise	rebuke	berate	mock	castigate	chide	excoriate	criticize	assail
6392 1589	CFA	sea turtle	dolphin	whale	shark	stingray	crocodile	reptile	alligator	lizard	snake	python	iguana	iguanas	turtle	otter	mammal	creature	critter	toad	frog
6392 1590	CFA	issuer	acquirer	lender	bank	firm	company	brokerage	broker	intermediary	banker	stockbroker	accountant	consultant	consultancy	accountancy	solicitor	barrister	lawyer	attorney	litigator
6392 1591	CFA	commotion	disturbance	unrest	upheaval	instability	turmoil	chaos	mayhem	bedlam	carnage	strife	tumult	crisis	meltdown	implosion	debacle	collapse	downfall	demise	decimation
6392 1592	CFA	saxon	malcolm	fraser	adrian	travis	joel	whitney	danielle	michele	jessie	meyer	becky	nikki	nigel	rebecca	megan	lauren	jensen	christine	lori
6392 1593	CFA	cowrote	coauthore	author	pen	write	coauthor	researcher	sociologist	anthropologist	geographer	historian	scholar	professor	lecturer	scientist	physicist	astrophysicist	cosmologist	astronomer	biophysicist
6392 1594	CFA	uranium	molybdenum	vanadium	cobalt	tungsten	zinc	copper	manganese	ore	zircon	feldspar	siliceous	hornblende	sulfide	unoxidized	galena	pyrite	muscovite	chalcedony	beryl
6392 1595	CFA	subnational	transnational	supranational	multilateral	multilaterally	bilaterally	bilateral	trilateral	tripartite	bilateralism	asean	quadrilateral	bipartite	parley	talk	dialogue	negotiation	discussion	negation	negotiate
6392 1596	CFA	paralegal	secretarial	receptionist	bookkeeper	accountant	auditor	audit	bookkeepe	account	accountancy	finance	banking	financial	bank	lender	borrower	loan	mortgage	subprime	lend
6392 1597	CFA	yucky	stinky	icky	smelly	malodorous	stink	stank	reek	fetid	filthy	filth	excrement	excreta	faece	fece	dropping	poop	poo	dung	ordure
6392 1598	CFA	compare	comparison	parallel	resemblance	similarity	dissimilarity	difference	discrepancy	disparity	inequity	inequality	unequal	inequitable	unfairness	injustice	unjust	unfair	discriminatory	discriminate	discrimination
6392 1599	CFA	hoffman	gerald	armstrong	adrian	meyer	corey	jensen	jar	michele	becky	lori	whitney	nikki	danielle	rebecca	nigel	lindsey	jessie	courtney	elliott
6392 1600	CFA	blammo	bambi	bess	nikki	becky	danielle	whitney	lindsey	jar	michele	lori	kristin	jensen	meyer	nigel	adrian	travis	corey	joel	lauren
6392 1601	CFA	foul	rebound	steal	assist	point	carom	rpg	ppg	scorer	score	offensively	defensively	turnover	miscue	fumble	interception	touchdown	yard	yardage	punt
6392 1602	CFA	airily	unconvincingly	lamely	pompously	blithely	arrogantly	foolishly	stupidly	idiotically	childishly	pathetically	embarrassingly	pitifully	laughably	ludicrously	absurdly	obscenely	preposterously	outrageously	outlandishly
6392 1603	CFA	auspiciously	brightly	shakily	timidly	nervously	wearily	shyly	hesitantly	sheepishly	apologetically	sheepish	bashfully	quizzically	incredulously	nonchalantly	casually	cheerfully	cheerily	jovially	smilingly
6392 1604	CFA	consult	collaborate	interact	communicate	converse	interrogate	seduce	discover	learn	convince	persuade	befriend	enlist	kidnap	abduct	flee	terrorize	outwit	outsmart	outfoxe
6392 1605	CFA	jig	shiner	pinfish	ladyfish	redfish	tarpon	kingfish	bluefish	weakfish	pompano	seatrout	trout	bluegill	walleyes	walleye	sunfish	fish	shad	catfish	croaker
6392 1606	CFA	reese	whitney	becky	adrian	jar	nigel	lindsey	danielle	nikki	meyer	jensen	christine	susie	christina	michele	lori	erin	louise	vicki	renee
6392 1607	CFA	cruelty	brutality	savagery	inhumanity	barbarism	depravity	sadism	perversity	perversion	wickedness	immorality	barbarity	barbaric	abhorrent	reprehensible	disgraceful	despicable	vile	contemptible	shameful
6392 1608	CFA	platoon	infantryman	rifleman	cavalryman	cavalry	calvary	dragoon	hussar	infantry	regiment	battalion	brigade	batallion	squadron	airmen	paratrooper	paratroop	soldier	solider	troop
6392 1609	CFA	credo	precept	doctrine	principle	ideal	tenet	teaching	dogma	orthodoxy	ideology	worldview	philosophy	ethos	ethic	creed	dictum	axiom	truism	maxim	aphorism
6392 1610	CFA	absenteeism	absence	tardiness	tardy	lateness	delay	postponement	postpone	reschedule	cancel	cancellation	cancelation	suspend	defer	forego	forgo	skip	miss	attend	participate
6392 1611	CFA	twig	realize	figure	guess	surmise	theorize	hypothesize	speculate	suggest	hint	intimate	insinuate	opined	assert	contend	claim	argue	insist	stress	acknowledge
6392 1612	CFA	flashiness	subtlety	nuance	profundity	concision	virtuosity	artistry	lyricism	expressiveness	sonority	pianistic	legato	pianissimos	pianissimo	fortissimo	pizzicatos	pizzicato	cadenza	cadenzas	scherzo
6392 1613	CFA	unfavorable	negative	favorable	favorably	unfavorably	negatively	adversely	positively	positive	encourage	discourage	heartening	gratify	pleasing	commendable	remarkable	amazing	fantastic	unbelievable	great
6392 1614	CFA	nonrepresentational	expressionism	surrealism	expressionist	surrealist	cubist	cubism	impressionism	modernism	modernist	conceptualism	classicism	neoclassicism	minimalism	minimalist	naturalism	naturalistic	impressionistic	poetic	evocative
6392 1617	CFA	grouping	group	organization	entity	institution	agency	government	council	municipality	town	district	county	locality	city	metropolis	megalopolis	conurbation	region	community	area
6392 1618	CFA	grin	smile	beam	chuckle	laugh	giggle	giggly	smirk	snicker	snigger	titter	guffaw	cackle	chortle	gleeful	giddy	smug	smugly	smugness	sneer
6392 1619	CFA	marketeer	capitalist	capitalism	socialism	capitalistic	collectivist	statist	socialistic	corporatist	socialist	communistic	totalitarian	totalitarianism	statism	corporatism	liberalism	conservatism	populism	populist	liberal
6392 1620	CFA	countermand	perspicuous	vivify	immanence	formlessness	sublimity	effulgence	infinitude	fleshly	beatitude	blessedness	fulness	lowliness	littleness	perfection	atman	ananda	oblation	holiness	sanctification
6392 1621	CFA	readjustment	correction	corrective	correct	rectify	remedy	remedie	rectifie	redress	resolve	solve	address	alleviate	ameliorate	alleviation	amelioration	mitigate	lessen	reduce	minimize
6392 1622	CFA	heartache	tribulation	heartbreak	trauma	humiliation	cruelty	deprivation	indignity	injustice	hardship	ordeal	privation	suffering	misery	agony	anguish	torment	horror	terror	brutality
6392 1624	CFA	landslide	rockslide	mudslide	avalanche	snowfall	snow	snowstorm	blizzard	storm	tornado	rainstorm	rain	downpour	rainfall	cloudburst	deluge	flood	inundation	hailstorm	windstorm
6392 1625	CFA	pinprick	asperity	corrugation	waviness	roughen	carbide	spheroidal	membranous	calculi	nodular	cystic	luminal	duodenal	lymphatic	papilla	papillae	dentine	dentin	cambium	xylem
6392 1626	CFA	council	councilor	councilman	councilwoman	alderman	commissioner	supervisor	freeholder	selectman	township	county	borough	city	municipality	municipal	mayor	mayoral	mayoralty	mayorship	reelection
6392 1627	CFA	irs	sara	joseph	cohen	armstrong	francis	glenn	bernard	hoffman	joel	whitney	lori	kristin	becky	adrian	nigel	lindsey	jessie	michele	jar
6392 1628	CFA	culture	fermentation	ferment	yeast	lactobacillus	pepsin	mucilage	cotyledon	corm	rhizome	petiole	umbel	sepal	bract	pistil	staman	anther	stamen	inflorescence	raceme
6392 1629	CFA	beggar	mendicant	fakir	gunda	pir	devi	lal	kamal	aar	roz	kahan	karna	kab	jaan	badi	zara	sada	bua	kaa	tarah
6392 1630	CFA	pontifical	papal	papacy	pope	pontiff	cardinal	prelate	bishop	archbishop	diocese	archdiocese	priest	clergy	seminarian	priesthood	episcopacy	laity	diocesan	parishioner	church
6392 1631	CFA	serial	alphanumeric	alphabetic	alphabet	phonemic	phonic	phonological	phonology	phoneme	prosody	scansion	declension	conjugation	loanword	cognate	etymology	ideogram	transliteration	transliterate	diacritic
6392 1632	CFA	disfavor	disuse	wayside	apart	disintegrate	crumble	collapse	topple	implode	unravel	falter	sputter	flounder	founder	stall	languish	stagnate	fizzle	petere	evaporate
6392 1633	CFA	slum	shantytown	shack	shanty	hut	village	hamlet	town	city	locality	district	municipality	community	neighborhood	suburb	township	resident	home	dwelling	subdivision
6392 1634	CFA	tenderfoot	roughneck	cowboy	cowpoke	cowhand	rancher	ranch	cattleman	homesteader	homestead	lumberman	frontiersman	woodsman	outdoorsman	adventurer	mountaineer	climber	hiker	skier	ski
6392 1635	CFA	cretinous	moronic	brainless	mindless	inane	fatuous	idiotic	nonsensical	absurd	asinine	ridiculous	preposterous	laughable	ludicrous	outrageous	outlandish	illogical	implausible	plausible	fanciful
6392 1636	CFA	derivative	hedge	swap	notional	eurodollar	libor	interbank	treasury	currency	greenback	dollar	rupee	ruble	renminbi	yuan	yen	euro	franc	lira	shekel
6392 1637	CFA	jerkily	noiselessly	soundlessly	languidly	seductively	dreamily	lazily	contentedly	restlessly	meditatively	languorously	languorous	languor	lugubriously	lingeringly	indolently	languid	dreamy	ethereal	hypnotic
6392 1638	CFA	greenery	tree	evergreen	conifer	shrub	juniper	arborvitae	arborvitaes	honeysuckle	viburnum	holly	dogwood	rhododendron	camellia	hydrangea	clematis	perennial	dahlia	annual	zinnias
6392 1639	CFA	irritability	sleeplessness	insomnia	sleepiness	drowsiness	tiredness	fatigue	dizziness	nausea	vomit	diarrhea	constipation	dyspepsia	somnolence	breathlessness	palpitation	tachycardia	hypoglycemia	hypertension	angina
6392 1640	CFA	skier	ski	snowboard	alpine	nordic	snowshoe	snowmobile	sle	toboggan	sled	bobsle	bobsledde	bobsled	slalom	downhill	biathlon	skate	skater	rink	hockey
6392 1642	CFA	unmaintaine	overgrown	overgrowth	bramble	undergrowth	bracken	heath	woodland	moorland	moor	glen	fen	meadow	copse	rill	knoll	hummock	tussock	bald	barren
6392 1643	CFA	claimant	petitioner	appellant	respondent	complainant	defendant	plaintiff	litigant	lache	preclusion	overbreadth	untimeliness	controvert	misapprehend	misapplie	permissibly	dicta	construe	inapplicable	unavaile
6392 1644	CFA	disavow	denounce	lambaste	ridicule	criticize	chastise	castigate	chide	scold	admonish	rebuke	berate	apologize	reprimand	upbraid	reproach	excoriate	pillory	vilify	mock
6392 1646	CFA	globe	lampshade	trivet	doily	dishtowel	potholder	dishcloth	tablecloth	oilcloth	linen	coverlet	damask	percale	sateen	chambray	shantung	satin	organdy	voile	jabot
6392 1648	CFA	etta	teresa	jensen	lori	kristin	michele	whitney	lindsey	danielle	nikki	meyer	becky	adrian	nigel	christine	susie	christina	paula	derek	jessie
6392 1649	CFA	faze	impress	astound	astonishe	infuriate	irk	bother	frustrate	annoy	mystifie	perplexe	irritate	anger	dismays	enrage	rile	rankle	confuse	terrifie	frighten
6392 1650	CFA	confine	cramp	overcrowd	crowd	cluttered	cram	pack	fill	brim	brimmed	teem	overflow	awash	litter	replete	riddled	pock	pockmark	strew	splatter
6392 1651	CFA	finesse	deft	deftness	deftly	adroitly	skillfully	adeptly	expertly	artfully	beautifully	elegantly	exquisitely	masterfully	cleverly	brilliantly	superbly	excellently	splendidly	marvelously	magnificently
6392 1653	CFA	insult	denigrate	demean	disparage	derogatory	uncomplimentary	derisive	vulgar	sexist	misogynistic	misogynist	hateful	vile	bigote	racist	homophobic	slur	epithet	obscenitie	profane
6392 1654	CFA	apologize	regret	deplore	denounce	lambaste	castigate	criticize	rebuke	chastise	berate	chide	upbraid	scold	admonish	excoriate	pillory	vilify	deride	ridicule	mock
6392 1655	CFA	intersect	delineate	delimit	define	interpret	classify	identify	analyze	assess	quantify	evaluate	examine	scrutinize	monitor	investigate	determine	ascertain	verify	verifying	authenticate
6392 1656	CFA	exceptionable	subjective	imprecise	unreliable	inexact	ambiguous	nebulous	obtuse	simplistic	oversimplify	oversimplification	oversimplifie	flaw	misguide	disingenuous	hypocritical	absurd	nonsensical	preposterous	laughable
6392 1657	CFA	point	juncture	crossroad	moment	thing	something	really	just	so	think	obviously	definitely	certainly	probably	guess	yeah	maybe	suppose	hey	anyway
6392 1658	CFA	mariner	nautical	seafare	seafarer	seaman	sailor	yachtsman	sail	yacht	regatta	skipper	trimaran	monohull	catamaran	sailboat	sloop	schooner	boat	vessel	trawler
6392 1660	CFA	unravel	unravels	unfold	emerge	become	evolve	morph	transform	disappear	reappear	vanishe	evaporate	melt	disintegrate	implode	explode	descend	erupt	ignite	engulfs
6392 1661	CFA	voice	express	convey	communicate	speak	talk	chat	reminisce	converse	interact	meet	visit	tour	travel	trek	journey	venture	traverse	voyage	sojourn
6392 1662	CFA	spook	spy	snoop	eavesdropper	eavesdrop	surveil	wiretap	wiretappe	bug	secretly	surreptitiously	covertly	illicitly	clandestinely	covert	clandestine	secret	secretive	secrecy	secretiveness
6392 1663	CFA	ahold	rid	remove	eradicate	exterminate	annihilate	subjugate	terrorize	oppress	tyrannize	enslave	destroy	obliterate	decimate	cripple	paralyze	debilitate	devastate	threaten	undermine
6392 1664	CFA	hesitatingly	shyly	hesitantly	timidly	impatiently	expectantly	excitedly	anxiously	wearily	nervously	warily	apprehensively	eagerly	hungrily	longingly	quizzically	inquisitively	questioningly	pleadingly	imploringly
6392 1665	CFA	programmatic	curricular	academic	curriculum	education	educational	curricula	syllabus	syllabi	textbook	schoolbook	workbook	worksheet	classroom	teacher	educator	student	elementary	school	kindergarten
6392 1666	CFA	ducat	scalper	scalp	ticket	ticketmaster	rsvp	preregister	preregistration	preregistere	registration	register	registrant	attendee	participant	goer	organizer	spectator	onlooker	crowd	fan
6392 1667	CFA	debt	repayment	loan	mortgage	lender	borrower	mortgagor	mortgager	mortgagee	debtor	creditor	bondholder	debtholder	noteholder	debenture	unsubordinated	subordinate	borrowing	indebtedness	refinance
6392 1668	CFA	judgment	rule	ruling	verdict	indictment	prosecution	prosecute	convict	sentence	indict	arrest	charge	arraign	remand	jail	imprison	detain	deport	extradite	extradition
6392 1669	CFA	doctrinal	theology	theological	scriptural	scripture	biblical	gospel	apostle	disciple	prophet	prophecy	prophesie	prophesy	eschatology	theologian	teaching	doctrine	precept	dogma	presupposition
6392 1670	CFA	flickr	facebook	myspace	twitter	tweet	blog	blogge	blogger	retweete	retweet	unfriending	friende	unfriended	unfriend	overshare	lolcat	slashdot	usenet	gmail	google
6392 1671	CFA	befriend	live	emigrate	reside	immigrate	bear	migrate	journey	travel	hitchhike	trek	voyage	sojourn	summer	vacation	holiday	honeymoon	marry	divorced	wed
6392 1672	CFA	na	sa	nga	ang	yung	kasi	ako	ito	nung	kung	yan	yun	kong	tao	malaki	iba	lugar	malabo	kuno	diri
6392 1673	CFA	refrain	shy	desist	dissuade	deter	discourage	prevent	avoid	forestall	thwart	stymie	hinder	undermine	impede	obstruct	derail	hamper	complicate	imperil	endanger
6392 1674	CFA	medina	riad	villa	mansion	manse	bungalow	farmhouse	house	townhouse	condo	condominium	apartment	bedroom	duplex	rowhouse	brownstone	loft	penthouse	mew	terrace
6392 1675	CFA	synche	synchronization	synchronize	sync	synch	interface	functionality	usability	useability	compatability	compatibility	compatible	integrate	incorporate	leverage	combine	complement	augment	utilize	optimize
6392 1676	CFA	yellower	paler	plumper	skinnier	slim	sexier	prettier	blonder	sassy	fleshier	chubbier	hairier	cuter	curlier	puffier	pointier	manlier	balder	handsomer	svelter
6392 1677	CFA	reilly	thompson	watson	walsh	richard	henderson	evans	williams	robert	harrison	derek	wallace	crawford	gordon	eddie	corey	joel	brandon	mitchell	dunn
6392 1679	CFA	thank	kudo	commendation	praise	accolade	plaudit	acclaim	renown	notoriety	fame	prominence	stardom	adulation	adoration	admiration	affection	scorn	approbation	opprobrium	derision
6392 1680	CFA	oversaw	supervise	handle	oversee	overseer	administer	conduct	operate	distribute	produce	generate	receive	garner	obtain	acquire	secure	buy	donate	collect	sell
6392 1681	CFA	ascend	climb	ascent	ascension	meteoric	superstardom	fame	notoriety	renown	prominence	stature	popularity	stardom	obscurity	oblivion	irrelevance	irrelevancy	mediocrity	respectability	greatness
6392 1682	CFA	schmooze	hobnob	mingle	socialize	congregate	fraternize	interact	interaction	converse	communicate	connect	reconnect	reunite	reconnecte	chat	lunch	dine	breakfast	brunch	kibitz
6392 1683	CFA	bursa	pericardium	cartilage	carpus	carpal	tubercle	maxillary	maxilla	mastoid	auricle	calculi	duodenal	pharyngeal	papilla	bronchi	duodenum	lymphatic	ganglion	medulla	membranous
6392 1684	CFA	bearskin	sporran	kilt	tartan	plaid	tweed	cardigan	blazer	oxford	chambray	corduroy	dungaree	jean	denim	trouser	chino	bermuda	slack	khakis	khaki
6392 1685	CFA	unhesitate	unfaile	unflagge	tireless	unstinting	unwavere	unswerve	steadfast	resolute	unbend	unshakable	unshakeable	unyielde	uncompromise	unflinche	unrelenting	relentless	uncease	ceaseless	unende
6392 1686	CFA	emend	negative	amend	amendment	provision	clause	stipulation	provisos	caveat	exception	exemption	exempt	repeal	abolish	legislate	enact	promulgate	enactment	promulgation	legislation
6392 1687	CFA	overage	overrun	delay	disruption	interruption	disrupt	interrupt	halt	cancel	cancellation	cancelation	reschedule	postponement	postpone	schedule	slate	plan	plane	expect	anticipate
6392 1688	CFA	advent	innovation	invention	advancement	breakthrough	technology	nanotechnology	photonic	microelectronic	optoelectronic	semiconductor	silicon	transistor	lithography	lithographic	holography	electroluminescence	lightwave	optical	opto
6392 1689	CFA	descendant	descendent	ancestor	ancestry	lineage	forebear	forbear	forefather	ancestral	matrilineal	patrilineal	primogeniture	aristocracy	monarchism	monarchical	kingship	earldom	dukedom	duchy	noble
6392 1690	CFA	summit	meeting	briefing	meet	consultation	parley	discussion	negotiation	negation	talk	dialogue	conversation	debate	deliberation	deliberate	discuss	negotiate	bargain	negotiator	haggle
6392 1691	CFA	extent	unoxidized	siliceous	hornblende	muscovite	galena	pyrite	sulfide	pitchblende	gneiss	schist	sedimentary	stratigraphy	stratigraphic	porphyry	outcrop	vein	overlie	underlain	overlain
6392 1692	CFA	giggle	titter	snigger	guffaw	snicker	smirk	chortle	cackle	gleeful	giddy	cringe	wince	shudder	shiver	chill	tingle	tingly	ache	prickle	quiver
6392 1693	CFA	extinguish	dowse	douse	ignite	stoke	spark	reignite	kindle	rekindle	reawaken	dampen	deflate	squelch	stifle	quash	quell	allay	assuage	soothe	sooth
6392 1694	CFA	lube	lubricate	lubrication	lubricant	viscosity	emulsifie	emulsify	emulsification	emulsion	coat	coating	adhesive	sealant	resin	polymer	polymeric	thermosette	granulate	lamination	epoxy
6392 1695	CFA	disengagement	pullout	withdrawal	withdraw	redeploy	redeployment	deployment	deploy	deployable	battlegroup	battalion	troop	brigade	soldier	paratrooper	paratroop	infantryman	infantry	regiment	platoon
6392 1696	CFA	squirt	shove	fling	heave	hurl	toss	lob	throw	chuck	swat	smack	ricochet	glance	carom	clank	clang	bounce	deflect	loft	dribble
6392 1697	CFA	guantanamo	gitmo	iraqi	afghanistan	iraq	iran	iranian	libya	yemen	syria	ethiopia	egypt	syrian	israeli	israel	hamas	lebanon	palestine	arab	israelis
6392 1698	CFA	nondurable	durable	auto	automobile	motorcar	car	motorcycle	vehicle	truck	van	minibus	taxis	taxicab	bus	cab	taxi	rickshaw	motorbike	moped	bicycle
6392 1699	CFA	hammerhead	shark	dolphin	stingray	turtle	whale	humpback	porpoise	seabird	petrel	gannet	puffin	otter	bird	pelican	tern	plover	cormorant	gull	heron
6392 1700	CFA	waylaid	ambush	kidnap	abduct	abduction	abductor	kidnapper	rapist	murderer	murder	rape	assault	stab	knife	accost	carjack	rob	mug	attack	chase
6392 1701	CFA	capitol	statehouse	legislator	legislature	legislative	lawmaker	senator	congressman	congressional	senate	governor	governorship	senatorial	gubernatorial	presidential	presidency	election	primary	caucus	poll
6392 1702	CFA	sawhorse	wooden	plywood	fiberglas	aluminum	steel	stainless	alloy	titanium	metal	electroplate	machine	flange	ferrule	countersunk	countersink	bevel	lathed	rustproof	stiffener
6392 1703	CFA	thump	pound	wallop	thrash	beat	trounce	drub	defeat	blank	outlast	best	outclass	outplay	blitz	steamroll	steamroller	clobber	pummel	hammer	squeak
6392 1704	CFA	makeup	eyeliner	mascara	eyeshadow	blusher	moisturizer	moisturize	lotion	cream	shampoo	deodorant	antiperspirant	mouthwash	mouthwashe	whitener	astringent	petrolatum	emollient	salicylic	pomade
6392 1705	CFA	sunglass	glass	trifocal	bifocal	eyeglass	spectacle	lense	len	eyepiece	binocular	viewfinder	magnification	magnifier	penlight	flashlight	tripod	camera	camcorder	projector	flashgun
6392 1707	CFA	unthinkingly	blithely	cheerfully	airily	breezily	casually	nonchalantly	sheepishly	apologetically	politely	courteously	calmly	coolly	deftly	expertly	skillfully	cleverly	smartly	shrewdly	cannily
6392 1708	CFA	shadow	pall	gloom	pessimism	malaise	doldrums	slump	slowdown	sluggishness	weakness	sluggish	weak	lackluster	tepid	anemic	dismal	woeful	dreadful	wretche	abysmal
6392 1709	CFA	occupation	occupier	oppressor	liberator	imperialist	colonialist	colonialism	imperialism	imperialistic	imperial	imperium	aristocracy	tyranny	tyrant	despotism	despot	autocrat	dictatorship	dictator	despotic
6392 1710	CFA	ode	ballad	bluesy	jazzy	soulful	melodic	lyrical	melody	instrumental	vocal	harmony	melodically	lyrically	lyric	song	tune	ditty	tuneful	lilt	melodious
6392 1711	CFA	railroad	ramrodde	shepherd	oversaw	preside	chair	oversee	spearhead	facilitate	instigate	orchestrate	mastermind	culminate	lead	spark	provoke	precipitate	prompt	trigger	spur
6392 1712	CFA	provost	dean	professor	prof	lecturer	faculty	university	undergraduate	student	undergrad	graduate	grad	alumnus	alum	alumnae	alumna	sorority	fraternity	frat	greek
6392 1713	CFA	bulldog	dog	cat	animal	feline	canine	pet	pooch	puppy	pup	kitten	kitty	chihuahuas	tabby	dachshund	pug	poodle	schnauzer	yorkie	schipperke
6392 1714	CFA	allstar	mvp	lebron	nba	iverson	kobe	celtic	kidd	sloan	dwight	williams	jenning	wallace	gordon	anthony	derek	joel	whitney	gilbert	corey
6392 1715	CFA	fitch	tito	diaz	hopkin	marquez	mosley	tyson	maynard	sanchez	henderson	anderson	hughes	evans	richard	hernandez	stevenson	danny	wallace	gordon	derek
6392 1716	CFA	blurt	mumble	mutter	yell	shout	bellow	holler	bark	scream	shriek	squeal	hiss	growl	yelp	howl	groan	gasp	cry	weep	sob
6392 1717	CFA	bmw	benz	ferrari	porsche	nissan	volvo	hyundai	mercede	toyota	prius	subaru	camry	honda	vw	mitsubishi	chevy	chevrolet	buick	pontiac	volkswagen
6392 1718	CFA	delivery	shipment	ship	export	import	importation	exportation	transship	smuggle	transit	transshipment	consignment	importer	exporter	shipper	shipping	freight	cargoe	cargo	freighter
6392 1719	CFA	humor	wit	witty	sardonic	deadpan	sarcastic	snide	droll	wry	humorous	lighthearte	playful	goofy	comical	hilarious	funny	amusing	endear	charming	likable
6392 1720	CFA	agitate	protest	protestor	marcher	protester	demonstrator	rioter	riot	mob	agitator	activist	teargasse	teargas	baton	truncheon	nightstick	horsewhip	thug	goon	hoodlum
6392 1721	CFA	overexposed	overexposure	oversaturation	saturation	saturate	drench	drip	ooze	soak	stain	soil	dirty	dirtying	dirtie	smear	spatter	cake	splatter	strew	litter
